ds,yhat,yhat_lower,yhat_upper
2018-01-01 09:00:00,7.252683607269293,-1.9037920936637724,16.78465825579001
2018-01-01 15:00:00,7.546342880135027,-1.5504619654230565,17.158107230178608
2018-01-01 16:00:00,7.905362331694482,-1.0641764363433346,17.393906626216456
2018-01-01 17:00:00,7.835149969419268,-1.5954942776931824,16.81735474168882
2018-01-01 19:00:00,7.098291707923906,-2.4021830652000506,16.659004717137517
2018-01-01 20:00:00,7.681936808432711,-1.6620073885631093,16.317340011403864
2018-01-01 21:00:00,9.269001643182575,0.319074596608327,18.27288471836764
2018-01-01 22:00:00,11.286701220401483,1.5858909521612747,20.89829428758336
2018-01-01 23:00:00,12.867954376450847,3.19341957185273,22.440659685607372
2018-01-02 00:00:00,13.513356511196843,3.671864107384406,22.901924652571804
2018-01-02 09:00:00,7.310696994362975,-2.1173524747534787,16.49378071252106
2018-01-02 14:00:00,7.177045927137542,-1.54687364084842,16.267731478155195
2018-01-02 15:00:00,7.546864702116793,-1.7506000421410444,17.33799034240799
2018-01-02 16:00:00,7.896265332023656,-0.9270230543677791,17.90791885266342
2018-01-02 17:00:00,7.816934020210311,-1.6647194241480625,16.83376985503194
2018-01-02 19:00:00,7.064096362662002,-2.174250308305859,16.349932947661543
2018-01-02 21:00:00,9.223027285956086,-0.693998931330064,19.111024718644803
2018-01-02 22:00:00,11.236815560571122,1.2920862647297462,21.143211211496123
2018-01-02 23:00:00,12.815661151638292,4.167180324111629,23.013095126553786
2018-01-03 05:00:00,11.611764609823183,1.9789321093190155,20.633107663280303
2018-01-03 10:00:00,7.4802698941181385,-1.685311269201538,17.73907180339942
2018-01-03 14:00:00,7.291816589061995,-2.0773071094083195,16.619139097700785
2018-01-03 15:00:00,7.682829927989876,-2.4315716815498143,17.30992838400195
2018-01-03 16:00:00,8.053675854214909,-0.8967280237682296,17.511103611483712
2018-01-03 17:00:00,7.995790133499861,-1.615768091754407,16.944916798793535
2018-01-03 19:00:00,7.284812889467541,-1.949305693535962,15.570053754342304
2018-01-03 20:00:00,7.881853005769915,-1.0537467219494427,17.56136923116786
2018-01-03 21:00:00,9.482495230343574,0.1425161586471816,18.78680725754501
2018-01-03 22:00:00,11.513854243839438,2.525711755098509,20.967258712034145
2018-01-03 23:00:00,13.108741609646291,3.7479364960492054,22.03536790084923
2018-01-04 00:00:00,13.767639436901481,3.997448096257187,23.404031550693137
2018-01-04 10:00:00,7.797904136238579,-2.0135465082726482,17.793293982809715
2018-01-04 13:00:00,7.5064876893037535,-1.8403403658585384,16.37214596593311
2018-01-04 14:00:00,7.538368128338871,-1.547316174663526,16.55286460819841
2018-01-04 15:00:00,7.905728786539418,-2.183317698469088,16.635232821631163
2018-01-04 16:00:00,8.250942875904103,-0.59811651440997,17.54667391223823
2018-01-04 17:00:00,8.165678481645367,-0.9205016680451515,17.422398851565184
2018-01-04 18:00:00,7.686993974172035,-1.8481373984184073,16.85585993286511
2018-01-04 19:00:00,7.395742030443786,-1.8244489069882133,16.875444914671288
2018-01-04 20:00:00,7.96176731904991,-1.3120222297891797,17.2873159807566
2018-01-04 21:00:00,9.530773198428538,0.8059681041199205,18.728190216269553
2018-01-04 22:00:00,11.530189528252,2.4953945056347138,21.19006278836217
2018-01-05 00:00:00,13.72046155205071,3.9736569137161926,23.340369351236216
2018-01-05 01:00:00,13.582100562109154,3.843821630106445,22.82382900820036
2018-01-05 11:00:00,7.625494006945497,-1.8882550464696874,16.68465835365473
2018-01-05 14:00:00,7.244438903414,-2.1706676375627674,16.848079490217412
2018-01-05 17:00:00,7.894364359277741,-1.1247708871231774,17.02004064108481
2018-01-05 18:00:00,7.429631845370012,-3.4402796446346606,16.945979506891753
2018-01-05 20:00:00,7.741168388205245,-1.5806760762984293,16.44326218618704
2018-01-05 21:00:00,9.332621783767689,0.04893366746988157,19.3174854687526
2018-01-05 22:00:00,11.356906500592341,2.345593573649244,20.479214255080976
2018-01-05 23:00:00,12.946906926150898,4.201589430417637,22.900814043659228
2018-01-06 00:00:00,13.603159018046217,4.320793417635912,22.562540489988436
2018-01-06 01:00:00,13.495348201309785,4.7768936175510195,23.052365080121927
2018-01-06 09:00:00,7.571646460246455,-1.4825679469248643,17.654586414229865
2018-01-06 11:00:00,7.8620287274917295,-2.068076282882094,16.894582957178624
2018-01-06 13:00:00,7.500235597538862,-1.8339559950738007,17.28625501125084
2018-01-06 14:00:00,7.555660343715679,-2.056238526920906,16.51597947802344
2018-01-06 15:00:00,7.947394098307048,-1.360918217591706,17.67810493693198
2018-01-06 16:00:00,8.31760923247287,-0.9222345579366358,17.83219691902293
2018-01-06 21:00:00,9.72463319386788,0.06129345130643004,18.969605260844222
2018-01-06 22:00:00,11.748488798500164,2.720573622523437,22.176728300098446
2018-01-07 10:00:00,7.926933601448011,-1.6910299339712223,18.19429401919795
2018-01-07 12:00:00,7.869400979836106,-0.8434687835145614,16.862116370872137
2018-01-07 17:00:00,8.285764754465424,-1.4204531469341597,17.138471288010294
2018-01-07 19:00:00,7.526155271751863,-1.9309538390241843,16.940081557299553
2018-01-07 22:00:00,11.68630251601774,2.5974917873610623,21.042362102319956
2018-01-07 23:00:00,13.260207729469009,4.015694693473605,22.797870791700724
2018-01-08 07:00:00,9.120479426482461,0.07873297475143724,18.95206820861954
2018-01-08 09:00:00,7.697243388955766,-0.9572749290311408,16.85314648511498
2018-01-08 10:00:00,7.8349585108869855,-2.5315403046792757,17.494345835145925
2018-01-08 12:00:00,7.792458192981714,-2.332723310244253,17.602608854925304
